customer_id,gender,partner,family,senior,mobile,dual_sim,device_insurance,internet,web_security,cloud,support,tv_replay,video_on_demand,subscription,paperless_invoice,payment_method,monthly_fee,months,total_revenue,churn
APPT-148726,female,no,no,yes,yes,no,no,no_internet,no,no,no,no,no,one_month,no,bank_transfer,19.5,6,106.8,no
APPT-148757,female,yes,yes,no,no,no,no,dsl,no,no,no,no,no,one_month,no,direct_debit,25.05,5,125.5,no
APPT-148865,female,no,no,no,yes,no,no,dsl,yes,yes,yes,no,no,one_year,yes,direct_debit,58.9,47,2813.05,no
APPT-149046,female,no,yes,no,yes,no,yes,dsl,yes,no,no,no,yes,one_year,no,direct_debit,64.85,21,1336.8,no
APPT-149251,female,yes,no,yes,yes,yes,no,fiber_optic,no,no,no,no,yes,one_month,yes,e_invoice,84.35,6,474.9,yes
APPT-149294,female,no,no,no,no,no,yes,dsl,yes,no,no,no,no,one_month,no,direct_debit,35,4,135.75,no
APPT-149335,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,yes,credit_card,19.65,23,478.1,no
APPT-149442,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,yes,e_invoice,20.4,45,930.45,yes
APPT-149465,male,no,no,no,yes,no,no,dsl,yes,no,no,no,no,one_month,no,direct_debit,51.25,1,51.25,no
APPT-149640,male,no,no,no,no,no,no,dsl,no,no,no,yes,yes,one_month,yes,e_invoice,45.4,9,418.8,yes
APPT-149643,male,yes,yes,no,yes,yes,yes,dsl,no,yes,no,yes,yes,one_year,no,credit_card,78.75,45,3600.65,no
APPT-149677,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,credit_card,19.45,32,674.55,no
APPT-149699,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,19.65,19,358.15,no
APPT-149709,female,yes,no,no,yes,yes,no,fiber_optic,yes,yes,no,yes,no,one_month,yes,e_invoice,94.75,59,5597.65,no
APPT-149732,male,no,no,no,yes,yes,no,fiber_optic,no,no,yes,yes,no,one_month,yes,e_invoice,90.6,23,1943.2,yes
APPT-149814,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,direct_debit,20.1,1,20.1,yes
APPT-149858,male,no,no,no,yes,yes,no,fiber_optic,no,no,no,yes,yes,one_month,yes,e_invoice,93.85,7,635.6,yes
APPT-149996,male,no,no,no,yes,no,no,fiber_optic,no,no,no,no,yes,one_month,yes,direct_debit,80.85,1,80.85,yes
APPT-150059,female,yes,no,yes,yes,yes,no,fiber_optic,no,no,yes,yes,yes,one_year,yes,e_invoice,100.65,50,5189.75,no
APPT-150119,male,no,no,no,yes,yes,yes,fiber_optic,yes,no,yes,no,yes,two_years,no,credit_card,99.25,64,6549.45,no
APPT-150175,female,yes,no,yes,yes,no,yes,fiber_optic,no,no,yes,yes,no,two_years,no,credit_card,88.8,55,4805.3,no
APPT-150210,male,yes,no,no,yes,no,no,dsl,no,no,no,no,no,one_month,yes,bank_transfer,45.9,11,521.9,no
APPT-150276,female,no,no,no,yes,no,no,dsl,yes,no,yes,no,yes,one_month,no,bank_transfer,66.05,8,574.5,no
APPT-150735,female,no,no,no,yes,no,no,fiber_optic,no,yes,yes,yes,yes,two_years,yes,direct_debit,100.2,50,5038.45,no
APPT-150796,male,no,no,no,yes,no,no,dsl,no,no,no,no,no,one_month,yes,bank_transfer,44.65,7,322.5,no
APPT-150803,male,no,no,no,yes,no,no,fiber_optic,no,no,yes,yes,yes,one_month,yes,credit_card,95.1,10,865.1,no
APPT-150817,male,no,no,no,no,no,no,dsl,no,no,no,no,no,one_month,no,direct_debit,25.35,1,25.35,no
APPT-150922,female,yes,no,yes,yes,yes,yes,fiber_optic,no,yes,yes,no,no,one_month,no,e_invoice,90.45,55,5044.8,no
APPT-150968,female,yes,no,no,yes,yes,no,fiber_optic,yes,no,yes,yes,no,one_month,yes,credit_card,96.2,11,1222.05,yes
APPT-151138,male,yes,no,yes,yes,yes,yes,fiber_optic,yes,no,yes,yes,yes,one_year,yes,direct_debit,110.55,69,7610.1,no
APPT-151183,male,no,yes,no,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,credit_card,73.75,12,871.4,yes
APPT-151254,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,direct_debit,19.9,1,19.9,yes
APPT-151340,male,yes,no,yes,yes,yes,yes,fiber_optic,yes,no,no,no,no,one_month,yes,bank_transfer,83.75,41,3273.55,yes
APPT-151384,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,20,21,417.7,no
APPT-151483,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,direct_debit,20.35,1,20.35,no
APPT-151584,male,yes,no,no,yes,yes,yes,fiber_optic,no,yes,no,yes,no,one_year,yes,bank_transfer,95,70,6602.9,no
APPT-151630,female,yes,no,no,yes,no,yes,fiber_optic,yes,no,no,yes,yes,one_month,no,e_invoice,101.75,15,1669.4,no
APPT-151679,female,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,yes,credit_card,25.3,4,116.95,no
APPT-151717,female,yes,no,no,yes,no,no,dsl,yes,yes,yes,no,yes,one_month,yes,direct_debit,71.05,25,1837.7,no
APPT-151725,male,no,no,no,yes,no,no,fiber_optic,yes,yes,no,yes,yes,one_year,yes,credit_card,100.3,64,6603.8,no
APPT-151762,male,yes,yes,no,yes,no,yes,dsl,yes,no,no,yes,no,two_years,no,direct_debit,64.25,16,1024,no
APPT-151824,male,no,no,no,yes,no,no,dsl,yes,no,yes,no,no,one_month,yes,direct_debit,54.45,2,87.3,no
APPT-151995,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,direct_debit,19.5,23,470.2,no
APPT-152067,male,yes,no,no,yes,yes,yes,fiber_optic,yes,no,yes,yes,yes,one_year,yes,credit_card,110.85,47,5275.8,yes
APPT-152125,male,yes,yes,no,yes,yes,no,dsl,yes,yes,no,no,yes,two_years,no,bank_transfer,69.7,53,3686.05,no
APPT-152203,female,yes,yes,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,yes,direct_debit,25.1,30,789.55,no
APPT-152253,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,20.15,8,165.5,no
APPT-152313,male,no,no,no,yes,no,no,dsl,no,no,yes,yes,yes,one_month,no,e_invoice,70.3,2,132.4,no
APPT-152441,female,no,no,no,yes,no,yes,dsl,yes,no,yes,no,no,one_month,no,e_invoice,58.95,15,955.15,no
APPT-152475,female,yes,yes,no,yes,no,no,dsl,yes,yes,yes,yes,yes,one_year,no,credit_card,80.3,38,3058.65,yes
APPT-152535,male,yes,no,no,yes,no,no,fiber_optic,yes,no,no,yes,yes,one_month,yes,e_invoice,95,1,95,yes
APPT-152539,male,yes,no,no,yes,yes,no,dsl,yes,no,no,no,no,one_year,yes,e_invoice,55.35,49,2633.95,no
APPT-152641,male,no,no,no,yes,yes,yes,fiber_optic,no,no,no,yes,no,one_month,yes,e_invoice,88.7,20,1761.45,yes
APPT-152728,male,yes,no,no,no,no,yes,dsl,no,yes,yes,yes,yes,one_year,yes,e_invoice,60.45,53,3184.25,yes
APPT-152762,male,no,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,19.65,6,100.9,no
APPT-152849,female,no,yes,no,yes,no,no,fiber_optic,no,no,no,no,yes,one_month,no,e_invoice,78.65,1,78.65,yes
APPT-152894,male,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,24.6,53,1279,no
APPT-152967,male,no,no,no,no,no,no,dsl,no,no,no,no,no,one_month,yes,direct_debit,24.6,9,190.1,no
APPT-153045,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,20,54,1149.65,no
APPT-153050,female,no,no,yes,yes,no,no,dsl,yes,yes,yes,yes,no,two_years,yes,credit_card,70.2,64,4481,yes
APPT-153053,male,no,no,yes,yes,yes,no,fiber_optic,no,no,no,no,yes,one_month,yes,e_invoice,85.05,9,746.5,yes
APPT-153149,male,yes,yes,no,yes,no,no,dsl,yes,no,no,no,no,one_month,yes,e_invoice,49.2,12,571.15,no
APPT-153205,female,yes,no,no,yes,yes,yes,fiber_optic,yes,no,yes,yes,yes,two_years,yes,credit_card,110.15,72,7881.2,no
APPT-153214,male,yes,no,no,yes,no,yes,dsl,yes,yes,yes,no,no,two_years,no,credit_card,64.95,70,4523.25,no
APPT-153228,female,no,no,yes,yes,yes,no,fiber_optic,no,no,no,no,yes,one_month,no,e_invoice,85.2,8,695.75,no
APPT-153254,female,no,no,yes,no,no,no,dsl,no,no,no,no,yes,one_year,no,e_invoice,34.2,45,1596.6,no
APPT-153410,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,yes,bank_transfer,19.25,36,679.8,no
APPT-153418,male,yes,yes,no,yes,no,no,dsl,no,no,no,yes,no,one_month,yes,direct_debit,56.3,12,628.65,no
APPT-153560,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,20.7,42,828.85,no
APPT-153863,female,yes,no,yes,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.6,37,727.8,no
APPT-153965,female,no,no,no,yes,yes,yes,fiber_optic,yes,yes,no,yes,yes,one_month,no,credit_card,108.25,63,6780.1,no
APPT-154014,male,no,no,yes,no,no,no,dsl,no,yes,no,yes,yes,one_month,yes,e_invoice,49.15,52,2550.9,yes
APPT-154015,male,no,no,no,yes,yes,no,dsl,no,yes,no,no,no,one_month,yes,direct_debit,54.4,2,114.1,yes
APPT-154020,male,yes,yes,no,yes,no,yes,dsl,yes,no,yes,yes,yes,two_years,no,direct_debit,81,46,3846.35,no
APPT-154328,female,yes,yes,no,yes,yes,no,fiber_optic,no,yes,yes,no,yes,two_years,yes,bank_transfer,93.3,69,6398.05,no
APPT-154360,female,no,yes,no,yes,no,no,fiber_optic,yes,yes,yes,yes,yes,one_year,yes,bank_transfer,105.2,46,4822.85,yes
APPT-154479,female,yes,yes,no,yes,yes,yes,dsl,no,yes,no,yes,no,one_month,yes,bank_transfer,69.15,3,235,no
APPT-154531,female,yes,yes,no,yes,no,no,dsl,yes,yes,no,no,no,one_month,no,credit_card,55.9,6,365.35,yes
APPT-154581,female,yes,no,no,yes,yes,yes,fiber_optic,no,no,yes,yes,yes,two_years,yes,bank_transfer,104.3,70,7188.5,no
APPT-154785,male,no,yes,no,yes,yes,no,fiber_optic,yes,no,no,no,no,one_month,no,e_invoice,80.35,21,1747.2,no
APPT-154919,female,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,bank_transfer,24.95,51,1288,no
APPT-154966,male,no,no,no,yes,no,no,dsl,no,yes,no,no,no,one_month,yes,direct_debit,49.9,3,130.1,yes
APPT-155065,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,19.7,8,130.25,no
APPT-155112,female,no,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,credit_card,24.6,69,1678.05,no
APPT-155247,male,yes,no,no,yes,yes,yes,fiber_optic,no,no,yes,yes,no,two_years,no,direct_debit,94.3,37,3460.95,no
APPT-155379,female,no,no,no,yes,no,no,dsl,yes,no,yes,no,no,one_year,yes,direct_debit,54.6,11,617.85,no
APPT-155466,male,yes,yes,no,yes,yes,no,dsl,yes,yes,no,yes,no,one_month,yes,bank_transfer,69.4,42,3058.3,no
APPT-155501,female,yes,no,no,yes,yes,no,fiber_optic,no,yes,yes,yes,no,one_month,yes,credit_card,94.1,30,2804.45,yes
APPT-155588,female,no,no,no,yes,yes,no,fiber_optic,no,yes,no,no,no,one_month,yes,e_invoice,79.75,15,1111.85,yes
APPT-155624,female,yes,no,no,yes,yes,no,fiber_optic,no,no,no,yes,yes,one_month,no,credit_card,95,27,2462.55,no
APPT-155684,male,yes,yes,no,yes,no,no,dsl,yes,no,no,no,no,one_year,yes,bank_transfer,48.95,19,955.6,no
APPT-155719,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,credit_card,19.9,25,527.5,no
APPT-155747,female,yes,yes,no,yes,no,yes,fiber_optic,no,yes,yes,yes,yes,one_month,yes,bank_transfer,108.25,53,5935.1,no
APPT-155859,female,no,no,no,yes,yes,no,dsl,yes,yes,no,no,no,one_month,yes,credit_card,59.75,49,2934.3,yes
APPT-155865,female,no,no,no,yes,no,yes,dsl,no,no,yes,no,yes,two_years,no,credit_card,66.5,42,2762.75,no
APPT-155877,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,credit_card,19.55,4,68.8,no
APPT-155912,female,yes,no,yes,yes,yes,yes,dsl,yes,yes,yes,no,yes,two_years,yes,bank_transfer,82.7,71,5831.2,no
APPT-155927,male,yes,no,no,yes,no,no,dsl,yes,yes,yes,no,no,two_years,yes,e_invoice,59.75,57,3450.15,no
APPT-155952,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,20.45,1,20.45,no
APPT-156015,male,yes,no,no,yes,yes,no,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,100.2,4,420.2,yes
APPT-156108,male,no,no,no,no,no,yes,dsl,no,no,no,yes,no,one_month,yes,direct_debit,40.15,3,130.75,yes
APPT-156121,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,yes,bank_transfer,19.45,33,600.25,no
APPT-156167,male,no,no,yes,no,no,yes,dsl,no,no,no,yes,yes,one_year,yes,bank_transfer,50.05,55,2743.45,no
APPT-156196,female,yes,yes,no,yes,yes,yes,dsl,no,yes,yes,yes,yes,one_month,yes,e_invoice,86.2,54,4524.05,no
APPT-156216,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,20.3,38,749.35,no
APPT-156312,female,no,no,yes,no,no,no,dsl,no,no,no,yes,yes,one_month,yes,e_invoice,44.4,6,263.05,no
APPT-156343,male,no,no,no,yes,no,no,dsl,no,no,no,yes,no,one_month,no,direct_debit,55,35,2010.55,yes
APPT-156378,male,yes,no,yes,yes,yes,yes,dsl,no,no,no,yes,yes,two_years,yes,credit_card,73.45,72,5329,no
APPT-156458,male,yes,no,yes,no,no,yes,dsl,no,yes,yes,yes,no,one_month,yes,e_invoice,50,33,1750.85,no
APPT-156558,male,yes,yes,no,no,no,no,dsl,no,yes,no,no,no,one_month,no,credit_card,29.3,43,1224.05,no
APPT-156575,male,yes,no,no,yes,yes,yes,fiber_optic,yes,no,no,yes,yes,two_years,yes,credit_card,106.05,66,6981.35,yes
APPT-156591,female,yes,yes,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,yes,bank_transfer,25.05,52,1270.25,no
APPT-156628,male,yes,no,no,yes,yes,no,fiber_optic,no,no,no,yes,yes,one_month,yes,bank_transfer,97.1,40,3706.95,yes
APPT-156653,male,no,no,no,yes,no,no,fiber_optic,no,yes,no,no,no,one_month,no,credit_card,74.45,3,221.1,no
APPT-156715,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.55,14,294.5,no
APPT-156789,female,yes,no,yes,yes,no,yes,fiber_optic,no,yes,yes,yes,no,one_year,yes,e_invoice,94,53,4871.45,no
APPT-156808,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,19.7,16,301.55,no
APPT-156889,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_month,no,direct_debit,20.35,4,76.35,yes
APPT-156925,female,no,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,direct_debit,70.15,13,886.7,no
APPT-157020,female,yes,yes,no,yes,no,no,fiber_optic,yes,no,yes,yes,no,one_month,no,e_invoice,91.85,17,1574.45,yes
APPT-157034,male,no,no,no,yes,yes,no,dsl,no,yes,yes,yes,no,one_month,yes,e_invoice,71.05,31,2168.15,no
APPT-157220,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,direct_debit,19.4,26,525.55,no
APPT-157261,male,no,no,yes,yes,no,yes,fiber_optic,no,no,no,yes,yes,one_month,yes,e_invoice,94.75,4,422.4,no
APPT-157275,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,bank_transfer,19.55,30,608.5,no
APPT-157279,male,yes,no,no,yes,yes,no,fiber_optic,no,yes,yes,yes,yes,one_year,yes,e_invoice,107.25,56,6033.3,no
APPT-157326,female,no,no,yes,yes,yes,no,fiber_optic,yes,yes,no,no,no,one_month,yes,e_invoice,83.4,50,4113.7,no
APPT-157353,male,yes,no,yes,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,bank_transfer,24.85,71,1901,no
APPT-157438,male,yes,no,yes,yes,yes,no,fiber_optic,no,no,no,no,yes,one_month,yes,credit_card,85.25,36,3132.75,yes
APPT-157484,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,yes,bank_transfer,19.35,12,219.35,no
APPT-157508,male,no,no,no,yes,yes,no,fiber_optic,no,no,yes,yes,no,two_years,yes,credit_card,90.45,57,5229.8,no
APPT-157703,female,yes,yes,no,yes,yes,no,dsl,yes,yes,no,yes,no,one_year,no,e_invoice,70.3,10,676.15,no
APPT-158074,female,no,no,no,yes,yes,yes,dsl,yes,yes,yes,yes,no,one_month,yes,bank_transfer,78.35,25,1837.9,no
APPT-158161,female,yes,no,no,yes,no,no,dsl,no,no,yes,no,no,one_month,yes,direct_debit,49.2,31,1498.55,no
APPT-158328,female,no,no,no,yes,no,yes,dsl,yes,no,yes,yes,yes,two_years,no,bank_transfer,79.6,70,5589.45,no
APPT-158331,male,no,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,direct_debit,19.45,1,19.45,yes
APPT-158459,female,yes,yes,no,yes,yes,yes,fiber_optic,yes,yes,no,yes,yes,two_years,no,credit_card,109.7,72,8129.3,no
APPT-158517,male,no,no,yes,yes,no,yes,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,101.8,17,1752.45,no
APPT-158621,female,no,no,yes,yes,yes,no,fiber_optic,no,no,no,yes,no,one_month,yes,e_invoice,85.7,1,85.7,yes
APPT-158641,female,no,no,yes,yes,yes,no,fiber_optic,yes,no,no,yes,yes,two_years,yes,bank_transfer,102.4,66,6471.85,no
APPT-158939,male,no,no,no,yes,no,no,fiber_optic,no,no,no,no,yes,one_month,yes,e_invoice,80.8,1,80.8,yes
APPT-159037,male,no,no,no,yes,no,yes,dsl,yes,no,no,no,yes,one_month,no,e_invoice,67.45,40,2731,no
APPT-159104,female,no,no,no,yes,yes,yes,fiber_optic,no,no,no,yes,yes,one_month,yes,bank_transfer,97.85,11,1105.4,yes
APPT-159180,female,yes,no,no,yes,yes,no,fiber_optic,yes,no,no,no,no,two_years,no,bank_transfer,80.45,72,5737.6,no
APPT-159235,male,no,no,no,yes,yes,yes,dsl,yes,yes,yes,no,no,one_year,no,e_invoice,67.45,37,2443.3,no
APPT-159289,female,no,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,70.25,1,70.25,yes
APPT-159323,female,yes,yes,no,yes,no,no,fiber_optic,no,no,no,yes,yes,one_year,yes,bank_transfer,90.1,28,2598.95,yes
APPT-159379,male,yes,no,yes,no,no,yes,dsl,yes,yes,no,no,no,two_years,yes,e_invoice,41.95,68,2965.75,no
APPT-159388,female,no,no,no,yes,no,no,dsl,yes,yes,yes,yes,yes,one_year,no,credit_card,79.85,17,1387.35,no
APPT-159408,female,no,no,no,no,no,yes,dsl,no,no,no,yes,yes,one_month,yes,e_invoice,50.75,39,2011.4,yes
APPT-159440,male,no,no,no,yes,no,no,dsl,no,no,yes,no,no,two_years,yes,bank_transfer,49.8,39,1971.15,no
APPT-159455,female,no,no,yes,yes,yes,no,dsl,no,no,no,no,yes,one_month,yes,direct_debit,61.6,20,1174.35,yes
APPT-159513,male,yes,yes,no,no,no,yes,dsl,no,yes,yes,yes,yes,one_year,no,direct_debit,60.3,40,2448.5,no
APPT-159546,female,no,no,no,yes,no,no,no_internet,no,no,no,no,no,two_years,yes,bank_transfer,19.65,43,779.25,no
APPT-159658,female,no,no,no,yes,yes,no,fiber_optic,no,no,yes,no,no,one_month,no,credit_card,80.05,35,2835.9,no
APPT-159992,male,yes,no,yes,yes,no,no,fiber_optic,no,no,no,no,yes,one_month,no,bank_transfer,81.5,17,1329.2,yes
APPT-160078,male,yes,no,no,yes,yes,yes,dsl,yes,no,yes,no,yes,two_years,no,credit_card,75.35,61,4729.3,no
APPT-160102,female,yes,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,yes,direct_debit,26,72,1776,no
APPT-160201,male,no,yes,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,yes,credit_card,25.3,66,1673.8,no
APPT-160210,male,yes,yes,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,direct_debit,69.9,1,69.9,yes
APPT-160247,female,yes,no,no,yes,yes,no,dsl,yes,yes,yes,no,no,one_year,yes,credit_card,66.05,55,3462.1,no
APPT-160288,male,yes,no,no,yes,yes,no,fiber_optic,no,no,no,no,yes,one_month,yes,e_invoice,85.1,22,1873.7,yes
APPT-160330,female,yes,no,no,yes,no,no,fiber_optic,yes,no,yes,yes,yes,one_year,yes,credit_card,101.9,27,2681.15,no
APPT-160412,male,yes,no,no,yes,no,yes,dsl,no,no,no,no,no,one_month,no,credit_card,50.2,14,668.85,no
APPT-160591,female,yes,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,25.55,64,1714.95,no
APPT-160597,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,credit_card,19.7,35,730.4,no
APPT-160606,female,no,no,no,no,no,no,dsl,no,yes,no,no,yes,one_month,yes,e_invoice,40.35,41,1677.85,no
APPT-160611,male,yes,yes,no,yes,no,no,fiber_optic,no,yes,no,no,yes,one_month,yes,credit_card,83.55,6,477.55,yes
APPT-160833,male,yes,no,no,yes,no,yes,dsl,yes,yes,no,no,no,one_month,no,direct_debit,61,35,2130.45,no
APPT-161023,male,no,no,yes,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,yes,direct_debit,72.6,2,154.3,no
APPT-161120,female,no,no,no,yes,no,yes,fiber_optic,no,no,yes,no,yes,two_years,yes,bank_transfer,89.7,50,4304.5,no
APPT-161150,male,yes,yes,no,yes,yes,yes,fiber_optic,yes,yes,yes,yes,no,two_years,yes,credit_card,106.1,72,7548.6,no
APPT-161315,male,yes,yes,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,bank_transfer,69.95,7,529.5,yes
APPT-161348,female,yes,yes,no,yes,yes,no,dsl,yes,no,yes,no,no,two_years,no,bank_transfer,60,54,3273.95,no
APPT-161451,female,yes,yes,no,yes,no,no,fiber_optic,no,no,no,yes,no,one_month,yes,direct_debit,80.05,1,80.05,yes
APPT-161473,male,no,no,no,yes,yes,no,fiber_optic,no,no,no,no,no,one_month,no,e_invoice,74.5,3,217.45,no
APPT-161608,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,e_invoice,19.1,51,1007.8,no
APPT-161684,male,yes,yes,no,yes,yes,no,fiber_optic,no,no,no,yes,no,two_years,no,bank_transfer,82.5,58,4828.05,no
APPT-161923,female,no,no,yes,yes,no,yes,fiber_optic,no,no,no,no,no,one_month,yes,bank_transfer,75.3,1,75.3,yes
APPT-161977,female,yes,no,yes,yes,yes,yes,fiber_optic,no,yes,no,yes,yes,one_year,yes,e_invoice,106.25,65,6979.8,yes
APPT-162019,male,no,no,no,yes,no,no,dsl,no,no,no,no,no,one_month,yes,e_invoice,45.55,10,402.6,yes
APPT-162192,male,yes,yes,no,yes,yes,yes,fiber_optic,yes,yes,yes,yes,yes,two_years,yes,e_invoice,113.15,68,7856,yes
APPT-162228,female,no,no,yes,no,no,no,dsl,no,no,no,no,no,one_month,no,e_invoice,25.3,3,77.75,yes
APPT-162286,male,no,no,no,yes,no,yes,fiber_optic,yes,yes,yes,no,no,one_year,yes,credit_card,90.1,50,4549.45,no
APPT-162388,female,yes,yes,no,yes,no,yes,dsl,no,yes,no,yes,yes,one_year,no,credit_card,78,49,3824.2,no
APPT-162451,female,yes,yes,no,no,no,no,dsl,no,no,yes,yes,yes,one_month,no,credit_card,51.2,30,1561.5,yes
APPT-162553,female,no,no,no,yes,yes,no,fiber_optic,no,no,no,yes,yes,one_month,yes,bank_transfer,95.6,27,2595.25,no
APPT-162627,male,no,no,no,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,69.35,1,69.35,yes
APPT-162773,female,yes,no,no,no,no,yes,dsl,yes,no,no,yes,yes,one_month,no,e_invoice,55.9,39,2184.35,yes
APPT-162829,male,yes,no,yes,yes,yes,yes,fiber_optic,yes,yes,no,yes,yes,one_year,yes,e_invoice,108.85,58,6287.25,yes
APPT-162995,male,no,no,yes,yes,no,no,dsl,no,no,no,no,no,one_month,no,e_invoice,44,1,44,no
APPT-162997,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,one_month,yes,e_invoice,19.4,27,529.8,no
APPT-163009,male,yes,no,no,yes,no,yes,fiber_optic,no,no,no,yes,yes,one_month,yes,e_invoice,94.65,72,6747.35,no
APPT-163027,male,no,no,yes,no,no,yes,dsl,no,no,no,no,yes,one_month,yes,e_invoice,39.65,1,39.65,yes
APPT-163059,female,no,no,no,yes,yes,yes,fiber_optic,no,yes,no,yes,no,one_month,yes,bank_transfer,93.4,40,3756.4,no
APPT-163070,male,yes,no,yes,yes,no,yes,fiber_optic,no,yes,no,yes,yes,one_month,yes,e_invoice,98,13,1237.85,yes
APPT-163115,male,no,no,no,yes,yes,yes,fiber_optic,no,yes,no,no,no,one_month,yes,bank_transfer,84.85,24,2048.8,no
APPT-163162,male,yes,yes,no,yes,yes,yes,fiber_optic,no,no,no,no,no,two_years,yes,credit_card,79.2,69,5420.65,no
APPT-163177,female,yes,yes,no,yes,no,yes,dsl,yes,yes,no,no,yes,two_years,yes,credit_card,70.1,48,3238.4,no
APPT-163195,male,no,no,no,yes,no,no,fiber_optic,no,no,yes,no,no,one_month,yes,direct_debit,74.3,1,74.3,no
APPT-163249,male,no,yes,no,yes,yes,no,fiber_optic,no,no,yes,no,no,one_month,yes,e_invoice,79.5,27,2180.55,yes
APPT-163275,male,no,no,no,yes,no,no,dsl,no,no,no,no,no,one_month,no,e_invoice,44.75,6,270.95,yes
APPT-163300,male,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,one_year,no,bank_transfer,19.8,18,342.3,no
APPT-163302,male,yes,yes,no,yes,yes,yes,dsl,no,yes,yes,yes,no,one_month,yes,e_invoice,72.8,13,930.05,no
APPT-163374,female,yes,yes,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,18.8,14,255.55,no
APPT-163494,female,yes,no,no,yes,yes,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,25.2,15,387.9,no
APPT-163497,male,no,no,no,yes,no,no,dsl,no,no,yes,no,no,one_month,no,bank_transfer,49.15,26,1237.3,no
APPT-163633,male,no,no,no,yes,no,yes,dsl,no,yes,no,yes,no,one_month,yes,credit_card,66.4,33,2245.4,no
APPT-163894,male,yes,yes,yes,yes,yes,yes,fiber_optic,yes,yes,yes,yes,yes,two_years,yes,bank_transfer,114.95,72,8196.4,no
APPT-163911,female,yes,no,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,direct_debit,20.4,14,292.4,no
APPT-163912,female,no,no,yes,yes,no,no,fiber_optic,no,no,no,no,no,one_month,yes,e_invoice,70.2,1,70.2,no
APPT-163961,male,no,no,no,yes,no,no,no_internet,no,no,no,no,no,two_years,no,bank_transfer,20.4,31,609.1,no
